word,freq_count,spell_check_ok,cum_freq_count,SUBTLEX,Google00,Google00cum,Google00pm,ZipfSUBTLEX,ZipfGoogle
Glück,6972,1,7054,277.73,309659,312374,51.62902,5.44,4.71
Jungs,6993,0,7052,277.65,34306,34787,5.74958,5.44,3.76
mache,6754,1,7032,276.86,125947,131408,21.71905,5.44,4.34
darauf,6110,1,7017,276.27,2012964,2113071,349.24735,5.44,5.54
sage,6792,1,7000,275.6,130361,186403,30.8086,5.44,4.49
gehe,6777,1,6978,274.74,170364,179688,29.69875,5.44,4.47
meinst,5490,1,6912,272.14,21092,26319,4.34999,5.43,3.64
Auto,6811,1,6901,271.7,210509,224595,37.12095,5.43,4.57
Dr,6836,1,6871,270.52,1143790,1183973,195.68648,5.43,5.29
Uhr,6735,1,6856,269.93,432358,434806,71.86453,5.43,4.86
weit,6564,1,6844,269.46,1202299,1231921,203.61131,5.43,5.31
bald,5903,1,6811,268.16,526982,590737,97.63673,5.43,4.99
Art,6711,1,6799,267.69,3449149,3539887,585.07081,5.43,5.77
Fall,6640,1,6776,266.78,2247652,2269275,375.06467,5.43,5.57
Film,6623,1,6774,266.7,433147,456520,75.4534,5.43,4.88
Teufel,6722,1,6766,266.39,76764,77861,12.86883,5.43,4.11
draußen,5759,1,6753,265.88,110778,129842,21.46022,5.42,4.33
fahren,5480,1,6748,265.68,177075,193868,32.04241,5.42,4.51
bereit,5901,1,6713,264.3,487966,491956,81.31025,5.42,4.91
hört,3407,1,6699,263.75,122536,131044,21.65889,5.42,4.34
Dad,6639,0,6670,262.61,2928,4124,0.68161,5.42,2.83
einzige,5056,1,6664,262.37,457832,486361,80.38551,5.42,4.91
eure,4070,1,6659,262.18,40815,65507,10.82697,5.42,4.03
echt,5409,1,6605,260.05,45620,49859,8.24067,5.42,3.92
vorbei,6475,1,6590,259.46,192593,197671,32.67097,5.41,4.51
solltest,6293,1,6582,259.14,18691,20181,3.33551,5.41,3.52
verrückt,6293,1,6557,258.16,35882,37066,6.12625,5.41,3.79
Musik,6312,1,6550,257.88,539638,544042,89.919,5.41,4.95
ganzen,6344,1,6542,257.57,615074,793847,131.20665,5.41,5.12
Vielen,3887,1,6533,257.21,36803,1170716,193.49537,5.41,5.29
drin,6452,1,6471,254.77,42862,43644,7.21346,5.41,3.86
Tür,6301,1,6423,252.88,226157,234170,38.7035,5.4,4.59
Name,6352,1,6413,252.49,379838,452560,74.7989,5.4,4.87
hinter,5836,1,6411,252.41,702202,792680,131.01377,5.4,5.12
stehen,5682,1,6366,250.64,1551907,1593012,263.29225,5.4,5.42
treffen,4876,1,6360,250.4,409151,564220,93.25401,5.4,4.97
sogar,5079,1,6323,248.95,1475525,1529234,252.75106,5.4,5.4
denkst,4427,1,6319,248.79,14516,16411,2.7124,5.4,3.43
verstanden,3476,1,6311,248.47,694681,697817,115.33486,5.4,5.06
Nimm,4460,1,6309,248.4,14052,25295,4.18075,5.4,3.62
etwa,5667,1,6302,248.12,2661227,2745882,453.83805,5.39,5.66
ihrer,4232,1,6298,247.96,5030918,5382592,889.6322,5.39,5.95
spielen,5610,1,6291,247.69,523749,606269,100.20385,5.39,5
fast,5349,1,6256,246.31,1214625,1347910,222.78191,5.39,5.35
ruhig,5546,1,6249,246.03,125468,128942,21.31147,5.39,4.33
wurden,6048,1,6247,245.95,4821263,4845654,800.88735,5.39,5.9
dran,6208,1,6242,245.76,49432,51028,8.43388,5.39,3.93
arbeiten,5685,1,6240,245.68,530501,1167670,192.99193,5.39,5.29
kenne,6026,1,6232,245.36,80924,82875,13.69754,5.39,4.14
Sorgen,4838,1,6195,243.91,116216,311384,51.4654,5.39,4.71
hätten,5701,1,6163,242.65,717375,731838,120.95783,5.39,5.08
jemanden,5884,1,6139,241.7,86227,89466,14.7869,5.38,4.17
verloren,6056,1,6138,241.66,428439,431308,71.28638,5.38,4.85
lang,5743,1,6135,241.54,439039,531898,87.91184,5.38,4.94
seiner,5959,1,6121,240.99,5299290,5339543,882.51708,5.38,5.95
Kerl,6072,1,6106,240.4,25475,25653,4.23992,5.38,3.63
John,6077,1,6096,240.01,386769,398255,65.82339,5.38,4.82
Deshalb,3634,1,6094,239.93,489730,1886060,311.72708,5.38,5.49
Job,6057,1,6081,239.42,118784,135570,22.40694,5.38,4.35
ziemlich,5310,1,6077,239.26,242734,248870,41.13311,5.38,4.61
darum,3928,1,6069,238.95,623365,709422,117.25293,5.38,5.07
Ahnung,6007,1,6063,238.71,64307,64655,10.68615,5.38,4.03
Grund,5952,1,6020,237.02,1312007,1323737,218.78661,5.37,5.34
äh,3141,0,6008,236.54,24981,27125,4.48321,5.37,3.65
Lasst,4000,1,5978,235.36,10530,23924,3.95415,5.37,3.6
neue,5347,1,5920,233.08,2514126,3052233,504.47159,5.37,5.7
überhaupt,5480,1,5920,233.08,1200792,1237981,204.6129,5.37,5.31
Hand,5816,1,5909,232.65,969495,1020108,168.60296,5.37,5.23
finde,5232,1,5905,232.49,117767,122070,20.17567,5.37,4.3
Schau,4376,1,5869,231.07,55920,68400,11.30512,5.36,4.05
je,4944,1,5861,230.76,1264866,1754970,290.06059,5.36,5.46
musste,5261,1,5857,230.6,652494,655961,108.41692,5.36,5.04
Woher,4658,1,5816,228.99,44720,95520,15.7875,5.36,4.2
Frauen,5789,1,5808,228.67,2056356,2064953,341.29443,5.36,5.53
Idee,5778,1,5807,228.63,689229,703516,116.27678,5.36,5.07
ihrem,4027,1,5803,228.47,1700291,1950166,322.32249,5.36,5.51
große,4802,1,5794,228.12,1359825,1501099,248.10092,5.36,5.39
Land,5734,1,5783,227.69,1056919,1104013,182.47073,5.36,5.26
liegt,5576,1,5770,227.17,1907623,1954666,323.06625,5.36,5.51
Typ,5728,1,5748,226.31,304159,309708,51.18839,5.35,4.71
spät,5683,1,5740,225.99,146319,153522,25.37404,5.35,4.4
sah,5556,1,5728,225.52,751298,759428,125.51789,5.35,5.1
gekommen,5672,1,5675,223.43,470250,470786,77.81128,5.35,4.89
Geschichte,5601,1,5669,223.2,2624873,2639981,436.33478,5.35,5.64
Schwester,5617,1,5653,222.57,191390,192176,31.76276,5.35,4.5
Wasser,5611,1,5652,222.53,541320,547643,90.51417,5.35,4.96
seinem,5592,1,5627,221.54,2303140,2316996,382.95198,5.35,5.58
Spiel,5257,1,5623,221.39,471251,480370,79.39532,5.35,4.9
niemals,4469,1,5614,221.03,306522,325618,53.81799,5.34,4.73
wenig,5546,1,5605,220.68,1370957,1406409,232.4506,5.34,5.37
Seite,5551,1,5601,220.52,1823225,1830262,302.50482,5.34,5.48
versucht,5392,1,5597,220.36,703481,715833,118.31253,5.34,5.07
Mom,5556,0,5596,220.32,1665,3355,0.55451,5.34,2.74
anders,5299,1,5594,220.24,883862,1159173,191.58755,5.34,5.28
kommst,4505,1,5588,220.01,24728,27533,4.55064,5.34,3.66
Spaß,4995,1,5569,219.26,133366,133914,22.13324,5.34,4.35
keiner,3696,1,5560,218.91,424940,471718,77.96532,5.34,4.89
Ruhe,5448,1,5554,218.67,245402,249537,41.24335,5.34,4.62
kurz,5048,1,5547,218.39,739758,875423,144.68949,5.34,5.16
verstehen,4798,1,5545,218.32,905126,1068840,176.65736,5.34,5.25
endlich,4469,1,5543,218.24,327352,382922,63.28916,5.34,4.8
ging,5373,1,5542,218.2,1068207,1079653,178.44453,5.34,5.25
gerne,5239,1,5530,217.73,297015,308726,51.02608,5.34,4.71
welche,2919,1,5526,217.57,2615263,3134508,518.06997,5.34,5.71
erste,4515,1,5520,217.33,1403579,1575537,260.40399,5.34,5.42
braucht,5360,1,5514,217.1,339534,346252,57.22836,5.34,4.76
bestimmt,4883,1,5512,217.02,977804,990978,163.78836,5.34,5.21
versuchen,4631,1,5507,216.82,403941,503458,83.21129,5.34,4.92
lässt,4672,1,5464,215.13,1678934,1701674,281.25186,5.33,5.45
Tochter,5390,1,5450,214.58,304367,306169,50.60346,5.33,4.7
Jahr,5361,1,5430,213.79,1891906,1897768,313.66218,5.33,5.5
nett,4608,1,5410,213,31372,32865,5.43191,5.33,3.73
hoch,4749,1,5391,212.25,640075,696296,115.08347,5.33,5.06
bringt,4118,1,5378,211.74,491557,499830,82.61166,5.33,4.92
letzten,5105,1,5371,211.47,1307609,1326465,219.23749,5.33,5.34
sagst,5143,1,5366,211.27,19958,20493,3.38707,5.32,3.53
dies,2761,1,5362,211.11,3049500,5580349,922.31738,5.32,5.96
würdest,4219,1,5358,210.95,20245,23446,3.87514,5.32,3.59
Stunden,5289,1,5353,210.76,445661,449646,74.31727,5.32,4.87
bedeutet,5167,1,5330,209.85,1047441,1053999,174.20444,5.32,5.24
Polizei,5294,1,5326,209.69,277288,278934,46.10208,5.32,4.66
Alter,3522,1,5324,209.61,596716,747408,123.53123,5.32,5.09
erzählt,5222,1,5311,209.1,241673,245133,40.51546,5.32,4.61
ersten,5076,1,5268,207.41,2737064,2998526,495.59493,5.32,5.7
Tod,5199,1,5268,207.41,748875,755297,124.83512,5.32,5.1
während,4029,1,5265,207.29,2306031,3416004,564.59549,5.32,5.75
schwer,4967,1,5249,206.66,677493,691127,114.22914,5.32,5.06
gewesen,5242,1,5247,206.58,1308156,1308917,216.33717,5.32,5.34
eben,4935,1,5247,206.58,1031001,1084288,179.2106,5.32,5.25
zeigen,4687,1,5245,206.5,1118072,1148328,189.7951,5.32,5.28
suchen,4722,1,5241,206.35,444568,507681,83.90927,5.31,4.92
Chance,5169,1,5223,205.64,338368,349368,57.74337,5.31,4.76
Ort,5185,1,5222,205.6,781640,791353,130.79444,5.31,5.12
beste,2921,1,5218,205.44,171672,223592,36.95518,5.31,4.57
denen,5038,1,5217,205.4,2951981,2957954,488.88921,5.31,5.69
oben,4973,1,5202,204.81,1094674,1127785,186.39976,5.31,5.27
bleibt,4192,1,5190,204.34,1334336,1360069,224.79155,5.31,5.35
fünf,3820,1,5122,201.66,673561,740000,122.30684,5.3,5.09
Krieg,4064,1,5117,201.46,860129,868802,143.59517,5.3,5.16
Sachen,5064,1,5108,201.11,216602,219830,36.3334,5.3,4.56
holen,4352,1,5101,200.83,87870,92857,15.34736,5.3,4.19
Wahrheit,5057,1,5097,200.68,666705,668645,110.51332,5.3,5.04
gefallen,3120,1,5064,199.38,162711,192104,31.75086,5.3,4.5
glaubst,2901,1,5060,199.22,13995,20179,3.33518,5.3,3.52
zwischen,4661,1,5050,198.83,7377081,7692528,1271.41731,5.3,6.1
Mama,4971,1,4998,196.78,60471,61918,10.23378,5.29,4.01
Schule,4952,1,4986,196.31,1032321,1041190,172.08738,5.29,5.24
schlecht,4816,1,4981,196.11,276998,285184,47.13507,5.29,4.67
gehst,4439,1,4978,195.99,16849,18382,3.03817,5.29,3.48
kleinen,4528,1,4976,195.91,766664,825222,136.39229,5.29,5.13
Yeah,4302,0,4970,195.68,1063,2005,0.33139,5.29,2.52
verlassen,4721,1,4954,195.05,351143,387413,64.03143,5.29,4.81
Gesicht,4927,1,4954,195.05,315552,317251,52.43509,5.29,4.72
Teil,4732,1,4950,194.89,2532360,2667046,440.80807,5.29,5.64
hoffe,4794,1,4950,194.89,65381,74330,12.28523,5.29,4.09
Wagen,4309,1,4937,194.38,126958,177748,29.3781,5.29,4.47
Ah,4769,0,4934,194.26,16203,50671,8.37488,5.29,3.92
manchmal,2563,1,4927,193.98,372876,501479,82.88421,5.29,4.92
guter,4038,1,4921,193.75,189904,198392,32.79013,5.29,4.52
Entschuldigung,4854,1,4902,193,28490,28692,4.7422,5.29,3.68
Woche,4856,1,4893,192.65,298373,300601,49.68319,5.28,4.7
irgendwas,3716,1,4888,192.45,19006,21075,3.48327,5.28,3.54
gefällt,4085,1,4882,192.21,77610,80065,13.2331,5.28,4.12
Schuld,4075,1,4870,191.74,225231,254759,42.10644,5.28,4.62
wollten,4674,1,4853,191.07,372635,377383,62.37368,5.28,4.8
getötet,4802,1,4847,190.83,55258,55594,9.18855,5.28,3.96
Tage,4744,1,4842,190.64,656063,662150,109.43983,5.28,5.04
vier,3716,1,4831,190.2,1091093,1204461,199.07273,5.28,5.3
unserer,4748,1,4802,189.06,984301,993315,164.17462,5.28,5.22
Zimmer,4751,1,4782,188.28,242306,246206,40.69281,5.27,4.61
erzählen,4212,1,4767,187.68,151783,208872,34.52226,5.27,4.54
hättest,4254,1,4758,187.33,17450,19394,3.20543,5.27,3.51
läuft,4508,1,4752,187.09,191417,195416,32.29826,5.27,4.51
bloß,4157,1,4751,187.05,309969,318636,52.664,5.27,4.72
einige,3637,1,4737,186.5,1423582,1766828,292.02048,5.27,5.47
Wort,4666,1,4688,184.57,867627,882091,145.79157,5.27,5.16
gestern,3727,1,4687,184.53,89711,120074,19.84577,5.27,4.3
kriegen,4530,1,4686,184.5,31924,68478,11.31801,5.27,4.05
tust,4389,1,4667,183.75,11328,11818,1.95327,5.26,3.29
allen,4242,1,4665,183.67,1992622,2072343,342.51585,5.26,5.53
Schatz,4649,1,4662,183.55,39871,41101,6.79315,5.26,3.83
Entschuldigen,2847,1,4643,182.8,4987,28020,4.63113,5.26,3.67
ernst,2747,1,4626,182.13,182107,690609,114.14352,5.26,5.06
scheint,4002,1,4580,180.32,1072193,1075672,177.78655,5.26,5.25
beiden,4488,1,4576,180.16,2476412,2497728,412.82328,5.26,5.62
unten,4312,1,4569,179.89,482711,505932,83.6202,5.26,4.92
oft,4344,1,4551,179.18,1604383,1752136,289.59219,5.25,5.46
Arsch,4530,1,4548,179.06,8764,9039,1.49396,5.25,3.17
Bleib,3257,1,4547,179.02,5077,11702,1.9341,5.25,3.29
kleiner,3226,1,4546,178.98,283882,300237,49.62303,5.25,4.7
Ding,4478,1,4544,178.9,108734,112416,18.58006,5.25,4.27
Mensch,4493,1,4512,177.64,1131216,1138794,188.21932,5.25,5.27
Freundin,4501,1,4512,177.64,120581,121440,20.07154,5.25,4.3
irgendwie,3728,1,4510,177.57,175201,196245,32.43528,5.25,4.51
wichtig,4260,1,4463,175.72,792715,950697,157.13074,5.24,5.2
Herz,4408,1,4457,175.48,272117,276116,45.63632,5.24,4.66
fest,3800,1,4442,174.89,806762,904165,149.43995,5.24,5.17
nehme,4377,1,4436,174.65,80485,82209,13.58746,5.24,4.13
Waffe,4398,1,4434,174.57,59238,59511,9.83595,5.24,3.99
anderes,4324,1,4429,174.38,652967,684029,113.05598,5.24,5.05
Dollar,4389,1,4412,173.71,184720,187038,30.91355,5.24,4.49
Sorge,3801,1,4392,172.92,192677,199573,32.98533,5.24,4.52
drauf,4338,1,4364,171.82,40912,41814,6.911,5.24,3.84
Tu,2344,0,4304,169.46,12382,97919,16.184,5.23,4.21
Mrs,4258,0,4299,169.26,22335,25064,4.14257,5.23,3.62
stellen,3233,1,4295,169.1,1221711,1693375,279.8802,5.23,5.45
Miss,4241,1,4276,168.35,18005,22298,3.6854,5.23,3.57
falls,2153,1,4264,167.88,208823,380990,62.96984,5.23,4.8
brauchst,3681,1,4259,167.68,19879,20993,3.46971,5.22,3.54
Pass,2986,1,4253,167.45,31188,44448,7.34634,5.22,3.87
falsch,3886,1,4252,167.41,282303,301310,49.80037,5.22,4.7
neuen,4056,1,4250,167.33,2435302,2685928,443.92888,5.22,5.65
gedacht,4228,1,4242,167.01,286358,290159,47.95734,5.22,4.68
Nummer,4220,1,4240,166.94,142693,146304,24.18105,5.22,4.38
wen,2367,1,4239,166.9,67560,89758,14.83516,5.22,4.17
wären,4026,1,4238,166.86,489618,503312,83.18716,5.22,4.92
Wohin,2675,1,4199,165.32,29598,110324,18.2343,5.22,4.26
schlafen,3869,1,4199,165.32,73310,90389,14.93945,5.22,4.17
Hände,4174,1,4188,164.89,238638,240026,39.67138,5.22,4.6
Blut,4170,1,4182,164.65,211065,213226,35.24189,5.22,4.55
glücklich,3958,1,4148,163.31,125131,131190,21.68302,5.21,4.34
kennst,2777,1,4145,163.2,13858,18804,3.10792,5.21,3.49
retten,4044,1,4136,162.84,93885,95450,15.77593,5.21,4.2
Bett,4118,1,4125,162.41,180200,181458,29.99129,5.21,4.48
zuerst,2938,1,4119,162.17,395672,482855,79.80604,5.21,4.9
Plan,4069,1,4112,161.9,300620,332572,54.96734,5.21,4.74
Bring,2052,1,4102,161.5,3794,23622,3.90423,5.21,3.59
Eltern,4087,1,4100,161.42,989170,991414,163.86043,5.21,5.21
außer,2632,1,4094,161.19,430490,499852,82.6153,5.21,4.92
alte,3343,1,4073,160.36,466388,578500,95.6142,5.21,4.98
alt,3956,1,4067,160.12,244803,311155,51.42755,5.2,4.71
Euer,2170,1,4065,160.05,20615,42536,7.03033,5.2,3.85
nächsten,3829,1,4063,159.97,680235,708148,117.04236,5.2,5.07
Fehler,4012,1,4049,159.42,412935,417040,68.92817,5.2,4.84
rede,2400,1,4048,159.38,22096,748251,123.67056,5.2,5.09
trinken,3362,1,4039,159.02,76151,110519,18.26653,5.2,4.26
gibt's,3462,1,4011,157.92,19995,21462,3.54723,5.2,3.55
ehrlich,2617,1,4009,157.84,57187,71423,11.80476,5.2,4.07
hierher,3725,1,4001,157.53,51762,58083,9.59993,5.2,3.98
gegeben,3983,1,3989,157.05,982619,992417,164.0262,5.2,5.21
Platz,3939,1,3985,156.9,523693,527037,87.10842,5.2,4.94
unseren,3879,1,3979,156.66,393584,399456,66.02189,5.2,4.82
besten,3356,1,3977,156.58,466592,506110,83.64962,5.19,4.92
frei,3819,1,3975,156.5,532779,571995,94.53906,5.19,4.98
möglich,3739,1,3960,155.91,2048101,2075444,343.02838,5.19,5.54
lernen,3727,1,3955,155.71,440700,871086,143.97267,5.19,5.16
alleine,3781,1,3945,155.32,177235,185442,30.64976,5.19,4.49
Seht,2659,1,3943,155.24,8460,18447,3.04891,5.19,3.48
wartet,2381,1,3935,154.93,53940,55998,9.25532,5.19,3.97
wahrscheinlich,2460,1,3886,153,375842,445796,73.68095,5.18,4.87
nächste,2847,1,3882,152.84,207576,218838,36.16944,5.18,4.56
alten,3463,1,3876,152.6,851642,1032723,170.68796,5.18,5.23
bereits,3792,1,3836,151.03,3433120,3723281,615.38208,5.18,5.79
früher,3017,1,3830,150.79,475354,530555,87.68987,5.18,4.94
Menge,3699,1,3801,149.65,409528,413607,68.36076,5.18,4.83
großen,3218,1,3791,149.26,1540178,1707121,282.15213,5.17,5.45
Willkommen,2640,1,3786,149.06,10952,44590,7.36981,5.17,3.87
sondern,3451,1,3783,148.94,6386236,6408314,1059.16304,5.17,6.02
Papa,3727,1,3765,148.23,49039,53303,8.80989,5.17,3.94
Jungen,2864,1,3751,147.68,305264,773345,127.81809,5.17,5.11
langsam,2953,1,3742,147.33,268700,296757,49.04785,5.17,4.69
Schiff,3723,1,3740,147.25,107737,108783,17.9796,5.17,4.25
wollt,2741,1,3729,146.82,24531,29301,4.84286,5.17,3.69
kaum,3277,1,3717,146.34,1376022,1445907,238.97881,5.17,5.38
jede,2881,1,3711,146.11,899738,1147962,189.7346,5.16,5.28
Szene,3660,1,3710,146.07,235939,237410,39.23901,5.16,4.59
Typen,3680,1,3701,145.71,193732,196813,32.52916,5.16,4.51
trotzdem,2735,1,3698,145.6,221971,394983,65.2826,5.16,4.81
Stunde,3661,1,3695,145.48,278269,280614,46.37975,5.16,4.67
Hölle,3654,1,3693,145.4,50135,50625,8.36728,5.16,3.92
the,2081,0,3689,145.24,9756473,12478055,2062.3669,5.16,6.31
nochmal,3381,1,3688,145.2,12541,13398,2.21441,5.16,3.35
Klasse,2590,1,3687,145.16,591754,597743,98.79467,5.16,4.99
Telefon,3623,1,3677,144.77,159096,160951,26.6019,5.16,4.42
geworden,3628,1,3634,143.08,893989,894525,147.84666,5.16,5.17
Feuer,3577,1,3618,142.45,146049,148158,24.48748,5.15,4.39
früh,3377,1,3617,142.41,235103,261239,43.17746,5.15,4.64
denkt,3065,1,3607,142.01,161476,170173,28.12611,5.15,4.45
Ruf,2030,1,3589,141.3,139261,146289,24.17858,5.15,4.38
schaffen,3350,1,3588,141.27,492588,542541,89.67091,5.15,4.95
überall,3095,1,3587,141.23,283773,324681,53.66312,5.15,4.73
hab's,3379,1,3549,139.73,4952,5098,0.84259,5.15,2.93
Captain,3519,0,3540,139.38,11798,12703,2.09955,5.14,3.32
setzen,2314,1,3534,139.14,600601,658511,108.83838,5.14,5.04
New,3410,1,3528,138.9,1358803,1587101,262.31529,5.14,5.42
dürfen,3305,1,3515,138.39,534515,542025,89.58563,5.14,4.95
Probleme,3492,1,3511,138.23,1201288,1212263,200.36224,5.14,5.3
könntest,2825,1,3497,137.68,13419,15445,2.55274,5.14,3.41
reicht,3250,1,3487,137.29,248098,254967,42.14082,5.14,4.62
zwar,3415,1,3486,137.25,2296258,2747272,454.06779,5.14,5.66
voll,3274,1,3483,137.13,322252,341786,56.49022,5.14,4.75
Stelle,2456,1,3474,136.78,1245827,1334843,220.62221,5.14,5.34
Folge,3079,1,3471,136.66,912114,939708,155.31448,5.14,5.19
laufen,3026,1,3471,136.66,180219,210075,34.72109,5.14,4.54
funktioniert,3277,1,3463,136.34,178392,181276,29.96121,5.13,4.48
klingt,2323,1,3458,136.15,91979,96065,15.87758,5.13,4.2
lieben,3157,1,3455,136.03,119445,139325,23.02757,5.13,4.36
gebe,3395,1,3442,135.52,160859,162762,26.90122,5.13,4.43
Hund,3389,1,3441,135.48,113997,115468,19.0845,5.13,4.28
Körper,3410,1,3433,135.16,679188,684134,113.07334,5.13,5.05
Vergiss,2400,1,3433,135.16,3224,5804,0.95928,5.13,2.98
tue,3129,1,3430,135.04,39661,44373,7.33395,5.13,3.87
nennen,3079,1,3427,134.93,425590,452161,74.73295,5.13,4.87
eigenen,3412,1,3419,134.61,2326371,2347942,388.06672,5.13,5.59
erinnern,2947,1,3414,134.41,203859,249784,41.28418,5.13,4.62
meines,3351,1,3412,134.34,254907,268844,44.43441,5.13,4.65
groß,2876,1,3411,134.3,415132,498576,82.4044,5.13,4.92
geschafft,3134,1,3397,133.75,68612,69743,11.52709,5.13,4.06
hattest,2875,1,3395,133.67,11901,13354,2.20714,5.13,3.34
Kumpel,3392,1,3392,133.55,11484,11663,1.92765,5.13,3.29
Luft,3318,1,3389,133.43,296149,299865,49.56154,5.13,4.7
aufhören,2591,1,3381,133.12,37875,42726,7.06173,5.12,3.85
tat,2141,1,3366,132.52,148806,570190,94.24073,5.12,4.97
zehn,2580,1,3352,131.97,443761,492198,81.35025,5.12,4.91
Wiedersehen,2786,1,3348,131.82,18129,27128,4.4837,5.12,3.65
völlig,3068,1,3343,131.62,698669,717304,118.55566,5.12,5.07
neues,2125,1,3343,131.62,355966,529122,87.45303,5.12,4.94
großartig,2095,1,3342,131.58,13100,14216,2.34961,5.12,3.37
direkt,2954,1,3337,131.38,771410,796423,131.63241,5.12,5.12
Ähm,1728,0,3337,131.38,498,7114,1.1758,5.12,3.07
Erde,3303,1,3336,131.34,360163,363817,60.1315,5.12,4.78
spielt,3020,1,3333,131.23,460182,464887,76.8363,5.12,4.89
sechs,2551,1,3332,131.19,448509,488555,80.74813,5.12,4.91
Meister,3304,1,3320,130.71,146744,150430,24.863,5.12,4.4
könnt,2841,1,3313,130.44,33702,36416,6.01882,5.12,3.78
verstehst,1924,1,3310,130.32,9987,12934,2.13773,5.12,3.33
verlieren,3203,1,3309,130.28,243211,247953,40.98155,5.12,4.61
Sam,3013,1,3302,130.01,19131,30087,4.97276,5.11,3.7
Zukunft,3278,1,3299,129.89,965975,969888,160.30262,5.11,5.2
Scheiß,2346,1,3298,129.85,4736,6016,0.99432,5.11,3
wolltest,2947,1,3290,129.53,9187,9927,1.64073,5.11,3.22
weh,3237,1,3278,129.06,31697,38228,6.31831,5.11,3.8
lustig,3087,1,3267,128.63,36025,39138,6.46871,5.11,3.81
Wahl,3210,1,3243,127.68,606261,611552,101.07702,5.11,5
Büro,3213,1,3242,127.64,143108,144503,23.88339,5.11,4.38
Wochen,3189,1,3228,127.09,435971,438678,72.50449,5.1,4.86
Waffen,3213,1,3227,127.05,162091,162925,26.92817,5.1,4.43
kleines,2797,1,3227,127.05,127101,140873,23.28342,5.1,4.37
wem,2618,1,3224,126.93,81936,105741,17.47682,5.1,4.24
Boss,3112,1,3220,126.78,12485,14888,2.46068,5.1,3.39
gutes,2088,1,3218,126.7,163489,261414,43.20638,5.1,4.64
richtige,2165,1,3216,126.62,244839,274859,45.42856,5.1,4.66
großer,2184,1,3213,126.5,496492,511834,84.59568,5.1,4.93
Stück,3172,1,3213,126.5,365132,367356,60.71642,5.1,4.78
danach,2294,1,3212,126.46,516103,785560,129.83698,5.1,5.11
Tja,3114,0,3212,126.46,7959,9157,1.51346,5.1,3.18
versuche,2854,1,3202,126.07,56049,284745,47.06252,5.1,4.67
allem,3157,1,3201,126.03,3300010,3314926,547.88937,5.1,5.74
kämpfen,2829,1,3188,125.52,105513,140388,23.20326,5.1,4.37
getroffen,3150,1,3185,125.4,288453,289089,47.78049,5.1,4.68
cool,2310,1,3178,125.12,12983,19913,3.29121,5.1,3.52
Straße,2813,1,3170,124.81,334457,336091,55.54896,5.1,4.74
spricht,2841,1,3169,124.77,780276,789671,130.51644,5.1,5.12
Hm,1687,0,3160,124.41,8305,37985,6.27814,5.1,3.8
hol,1631,1,3157,124.3,5024,10536,1.74138,5.09,3.24
damals,2480,1,3142,123.71,700098,780428,128.98876,5.09,5.11
ziehen,2609,1,3140,123.63,448667,483878,79.97512,5.09,4.9
verschwinden,2527,1,3115,122.64,89343,142116,23.48886,5.09,4.37
Entschuldige,2407,1,3114,122.6,2842,5934,0.98077,5.09,2.99
Licht,3087,1,3113,122.56,425466,435320,71.94948,5.09,4.86
drüben,3055,1,3112,122.52,26671,29017,4.79592,5.09,3.68
passieren,3091,1,3109,122.41,89055,91662,15.14985,5.09,4.18
Gefühl,3077,1,3108,122.37,498890,500798,82.77165,5.09,4.92
nachdem,2097,1,3107,122.33,428985,787267,130.11911,5.09,5.11
krank,3004,1,3099,122.01,95654,99450,16.43705,5.09,4.22
Wow,2823,0,3093,121.78,3128,4399,0.72706,5.09,2.86
lebt,2794,1,3092,121.74,227999,234710,38.79276,5.09,4.59
